fr_orig,dms_orig,dms_dest,fr_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,dist_band,tons_2017,tons_2018,tons_2019,tons_2020,tons_2021,tons_2022,tons_2023,tons_2024,tons_2030,tons_2035,tons_2040,tons_2045,tons_2050,value_2017,value_2018,value_2019,value_2020,value_2021,value_2022,value_2023,value_2024,value_2030,value_2035,value_2040,value_2045,value_2050,current_value_2018,current_value_2019,current_value_2020,current_value_2021,current_value_2022,current_value_2023,current_value_2024,tmiles_2017,tmiles_2018,tmiles_2019,tmiles_2020,tmiles_2021,tmiles_2022,tmiles_2023,tmiles_2024,tmiles_2030,tmiles_2035,tmiles_2040,tmiles_2045,tmiles_2050
,129,486,,,1,,01,1,5,0.193719,0.204853,0.215918,0.199171,0.241703,0.243321,0.226325,0.220594,0.317215,0.385754,0.469103,0.570461,0.693719,3.529429,3.732275,3.933872,3.628770,4.403666,4.433147,4.123493,4.019074,5.779437,7.028182,8.546740,10.393409,12.639085,3.621598,3.744242,3.168019,4.839189,6.002924,5.815370,6.268726,0.158226,0.167320,0.176358,0.162679,0.197418,0.198740,0.184858,0.180177,0.259095,0.315076,0.383154,0.465941,0.566616
,129,486,,,5,,01,1,5,0.020445,0.021620,0.022788,0.021020,0.025509,0.025680,0.023886,0.023281,0.033479,0.040712,0.049509,0.060206,0.073215,0.281068,0.297222,0.313276,0.288979,0.350688,0.353036,0.328377,0.320061,0.460249,0.559693,0.680624,0.827685,1.006520,0.288408,0.298175,0.252287,0.385371,0.478046,0.463110,0.499213,0.019363,0.020476,0.021582,0.019908,0.024159,0.024321,0.022622,0.022049,0.031707,0.038558,0.046889,0.057020,0.069341
,129,488,,,1,,01,1,6,2.965813,3.136266,3.305671,3.049290,3.700443,3.725216,3.465011,3.377266,4.728462,5.750126,6.992538,8.503396,10.340703,9.016867,9.535091,10.050125,9.270659,11.250338,11.325656,10.534563,10.267795,14.375793,17.481926,21.259192,25.852604,31.438510,9.252337,9.565663,8.093548,12.362997,15.336070,14.856914,16.015130,2.978493,3.149675,3.319804,3.062327,3.716264,3.741143,3.479825,3.391705,4.748678,5.774710,7.022433,8.539751,10.384913
,129,489,,,1,,01,1,5,24.189346,25.579574,26.961244,24.870188,30.181030,30.383081,28.260834,27.545183,38.979347,47.401493,57.643387,70.098228,85.244171,74.984436,79.293997,83.577029,77.094976,93.558027,94.184365,87.605623,85.387179,120.831887,146.939656,178.688452,217.297155,264.247988,76.942609,79.548237,67.306100,102.810915,127.535049,123.550375,133.182125,22.765777,24.074188,25.374546,23.406551,28.404844,28.595004,26.597653,25.924119,36.685370,44.611864,54.251011,65.972872,80.227459
,129,489,,,5,,01,1,6,0.008156,0.008625,0.009091,0.008386,0.010176,0.010244,0.009529,0.009287,0.013143,0.015983,0.019436,0.023635,0.028742,0.003295,0.003484,0.003673,0.003388,0.004111,0.004139,0.003850,0.003752,0.005310,0.006457,0.007852,0.009549,0.011612,0.003381,0.003496,0.002958,0.004518,0.005604,0.005429,0.005852,0.010254,0.010844,0.011430,0.010543,0.012794,0.012879,0.011980,0.011676,0.016524,0.020094,0.024436,0.029715,0.036136
,129,519,,,5,,01,1,5,0.000050,0.000053,0.000056,0.000051,0.000062,0.000063,0.000058,0.000057,0.000083,0.000101,0.000123,0.000150,0.000182,0.003077,0.003254,0.003430,0.003164,0.003839,0.003865,0.003595,0.003504,0.005117,0.006223,0.007567,0.009202,0.011191,0.003157,0.003264,0.002762,0.004219,0.005233,0.005070,0.005465,0.000050,0.000053,0.000056,0.000051,0.000062,0.000063,0.000058,0.000057,0.000082,0.000100,0.000122,0.000149,0.000181
,131,011,,,1,,01,1,2,2.853449,2.940820,3.027047,3.002068,2.916553,2.966375,2.994256,3.001944,4.215280,5.126063,6.233636,7.580520,9.218423,4.670025,4.813018,4.954139,4.913258,4.773302,4.854843,4.900473,4.913055,6.898832,8.389441,10.202122,12.406465,15.087097,4.670292,4.715327,4.289413,5.245382,6.573943,6.911146,7.663108,0.494342,0.509478,0.524417,0.520089,0.505274,0.513906,0.518736,0.520068,0.730271,0.888058,1.079938,1.313277,1.597034
,131,019,,,1,,01,1,2,21.532942,22.192265,22.842958,22.654460,22.009142,22.385117,22.595511,22.653526,31.725864,38.580772,46.916801,57.053982,69.381485,32.293285,33.282082,34.257937,33.975243,33.007449,33.571305,33.886837,33.973842,47.579769,57.860180,70.361852,85.564738,104.052484,32.295134,32.606549,29.661350,36.271886,45.458904,47.790669,52.990491,4.238761,4.368549,4.496638,4.459532,4.332501,4.406512,4.447928,4.459349,6.245239,7.594628,9.235576,11.231081,13.657751
,131,050,,,1,,01,1,4,0.001969,0.002029,0.002089,0.002072,0.002013,0.002047,0.002066,0.002071,0.002904,0.003531,0.004294,0.005222,0.006351,0.000612,0.000631,0.000649,0.000644,0.000626,0.000636,0.000642,0.000644,0.000903,0.001098,0.001335,0.001623,0.001974,0.000612,0.000618,0.000562,0.000687,0.000862,0.000906,0.001004,0.001111,0.001145,0.001178,0.001169,0.001136,0.001155,0.001165,0.001168,0.001638,0.001992,0.002422,0.002946,0.003583
,131,081,,,1,,01,1,6,0.026056,0.026854,0.027641,0.027413,0.026632,0.027087,0.027342,0.027412,0.038966,0.045157,0.055309,0.066124,0.076649,0.668408,0.688874,0.709072,0.703221,0.683190,0.694861,0.701391,0.703192,0.999582,1.158407,1.418816,1.696271,1.966255,0.668446,0.674892,0.613932,0.750757,0.940911,0.989174,1.096800,0.037133,0.038270,0.039392,0.039067,0.037954,0.038602,0.038966,0.039065,0.055531,0.064354,0.078822,0.094234,0.109234
,131,111,,,1,,01,1,4,0.215688,0.222292,0.228810,0.226922,0.220458,0.224224,0.226331,0.226913,0.339164,0.412446,0.501562,0.609933,0.741719,1.217827,1.255116,1.291917,1.281256,1.244759,1.266023,1.277922,1.281203,1.915001,2.328769,2.831939,3.443828,4.187926,1.217897,1.229641,1.118573,1.367866,1.714322,1.802256,1.998349,0.139266,0.143530,0.147739,0.146520,0.142346,0.144778,0.146138,0.146514,0.218993,0.266310,0.323851,0.393824,0.478916
,131,121,,,1,,01,1,3,0.016547,0.017054,0.017554,0.017409,0.016913,0.017202,0.017364,0.017408,0.016342,0.017899,0.021620,0.025994,0.030311,1.075334,1.108260,1.140755,1.131341,1.099115,1.117891,1.128398,1.131295,1.061986,1.163176,1.405012,1.689256,1.969833,1.075396,1.085765,0.987693,1.207817,1.513736,1.591381,1.764530,0.005950,0.006133,0.006312,0.006260,0.006082,0.006186,0.006244,0.006260,0.005877,0.006437,0.007775,0.009348,0.010900
,131,122,,,1,,01,1,4,0.090036,0.092793,0.095514,0.094725,0.092027,0.093599,0.094479,0.094722,0.125961,0.148260,0.188730,0.235860,0.287306,1.334810,1.375681,1.416017,1.404332,1.364329,1.387636,1.400678,1.404274,1.867409,2.197998,2.797973,3.496695,4.259397,1.334886,1.347758,1.226022,1.499261,1.878997,1.975379,2.190308,0.057653,0.059418,0.061160,0.060655,0.058928,0.059934,0.060498,0.060653,0.080656,0.094935,0.120849,0.151028,0.183970
,131,123,,,1,,01,1,3,0.496049,0.511238,0.526228,0.521885,0.507019,0.515680,0.520527,0.521864,0.731128,0.837088,1.008441,1.186301,1.357116,3.664098,3.776290,3.887014,3.854938,3.745129,3.809106,3.844907,3.854779,5.400524,6.183202,7.448914,8.762691,10.024425,3.664308,3.699642,3.365470,4.115523,5.157911,5.422480,6.012468,0.224629,0.231507,0.238295,0.236329,0.229597,0.233519,0.235714,0.236319,0.331082,0.379064,0.456659,0.537201,0.614552
,131,129,,,1,,01,1,3,0.713836,0.735693,0.757264,0.751015,0.729622,0.742086,0.749061,0.750984,0.990764,1.172153,1.489106,1.855723,2.242196,12.360607,12.739080,13.112599,13.004395,12.633961,12.849783,12.970556,13.003859,17.155829,20.296708,25.784989,32.133241,38.825302,12.361315,12.480512,11.353205,13.883460,17.399891,18.292400,20.282688,0.249794,0.257442,0.264991,0.262804,0.255318,0.259679,0.262120,0.262793,0.346700,0.410173,0.521085,0.649376,0.784615
,131,131,,,1,,01,1,1,910.718262,938.603806,966.124341,958.151946,930.858742,946.760307,955.658766,958.112462,1478.185400,1729.464100,2087.161400,2511.329800,2925.612800,1338.955688,1379.953557,1420.414782,1408.693612,1368.566614,1391.945402,1405.028091,1408.635561,2173.256941,2542.691749,3068.585221,3692.205930,4301.292788,1339.032348,1351.944347,1229.829467,1503.917852,1884.833269,1981.513758,2197.110619,47.143323,48.586818,50.011418,49.598727,48.185894,49.009039,49.469667,49.596683,76.518254,89.525694,108.041891,129.998964,151.444320
,131,132,,,1,,01,1,2,0.031625,0.032593,0.033549,0.033272,0.032324,0.032877,0.033186,0.033271,0.030862,0.032653,0.038035,0.044232,0.049690,2.032936,2.095183,2.156615,2.138819,2.077894,2.113390,2.133254,2.138731,1.983881,2.099017,2.444996,2.843340,3.194199,2.033052,2.052657,1.867250,2.283398,2.861742,3.008532,3.335872,0.007747,0.007984,0.008219,0.008151,0.007918,0.008054,0.008130,0.008150,0.007560,0.007999,0.009317,0.010836,0.012173
,131,139,,,1,,01,1,2,373.136108,384.561270,395.836881,392.570461,381.387991,387.903121,391.548965,392.554284,638.613890,755.034420,921.269780,1120.870000,1314.104200,545.669250,562.377254,578.866557,574.089788,557.736693,567.264332,572.595965,574.066130,933.900407,1104.152235,1347.252588,1639.145278,1921.728463,545.700491,550.962563,501.196663,612.896852,768.132632,807.533166,895.396102,56.535618,58.266698,59.975119,59.480209,57.785900,58.773038,59.325437,59.477758,96.759413,114.398839,139.585945,169.828319,199.106147
,131,179,,,1,,01,1,4,0.055598,0.057300,0.058980,0.058494,0.056828,0.057798,0.058342,0.058491,0.081935,0.099639,0.121168,0.147348,0.179185,0.141965,0.146312,0.150602,0.149359,0.145105,0.147583,0.148970,0.149353,0.209216,0.254420,0.309392,0.376241,0.457535,0.141973,0.143342,0.130395,0.159455,0.199843,0.210093,0.232952,0.030129,0.031051,0.031961,0.031698,0.030795,0.031321,0.031616,0.031696,0.044401,0.053995,0.065661,0.079848,0.097101
,131,179,,,5,,01,1,5,0.000070,0.000072,0.000074,0.000074,0.000072,0.000073,0.000073,0.000074,0.000103,0.000125,0.000153,0.000186,0.000226,0.000308,0.000317,0.000327,0.000324,0.000315,0.000320,0.000323,0.000324,0.000454,0.000552,0.000671,0.000816,0.000993,0.000308,0.000311,0.000283,0.000346,0.000434,0.000456,0.000505,0.000053,0.000054,0.000056,0.000056,0.000054,0.000055,0.000055,0.000056,0.000078,0.000094,0.000115,0.000140,0.000170
,131,182,,,1,,01,1,4,0.056114,0.057832,0.059528,0.059037,0.057355,0.058335,0.058883,0.059034,0.081180,0.098721,0.120051,0.145990,0.177534,3.696607,3.809794,3.921500,3.889140,3.778357,3.842902,3.879021,3.888980,5.347906,6.503412,7.908584,9.617369,11.695369,3.696819,3.732466,3.395330,4.152037,5.203673,5.470590,6.065813,0.030375,0.031305,0.032223,0.031957,0.031047,0.031577,0.031874,0.031956,0.043943,0.053438,0.064985,0.079026,0.096101
,131,190,,,1,,01,1,5,0.000074,0.000076,0.000079,0.000078,0.000076,0.000077,0.000078,0.000078,0.000110,0.000118,0.000135,0.000157,0.000179,0.002606,0.002686,0.002765,0.002742,0.002664,0.002709,0.002735,0.002742,0.003890,0.004166,0.004741,0.005535,0.006305,0.002606,0.002631,0.002394,0.002927,0.003668,0.003857,0.004276,0.000067,0.000068,0.000071,0.000070,0.000068,0.000069,0.000070,0.000070,0.000099,0.000106,0.000121,0.000141,0.000161
,131,209,,,1,,01,1,5,0.058185,0.059967,0.061725,0.061215,0.059472,0.060488,0.061056,0.061213,0.084729,0.097920,0.119831,0.144550,0.168792,1.730661,1.783653,1.835951,1.820800,1.768934,1.799153,1.816063,1.820725,2.520195,2.912549,3.564258,4.299514,5.020580,1.730760,1.747449,1.589610,1.943882,2.436233,2.561196,2.839865,0.056276,0.058000,0.059700,0.059207,0.057521,0.058504,0.059053,0.059205,0.081950,0.094708,0.115900,0.139808,0.163255
,131,219,,,1,,01,1,3,0.005863,0.006043,0.006220,0.006168,0.005993,0.006095,0.006152,0.006168,0.009539,0.011280,0.013921,0.017160,0.020591,0.304731,0.314062,0.323270,0.320603,0.311470,0.316791,0.319768,0.320589,0.495779,0.586291,0.723534,0.891874,1.070209,0.304748,0.307687,0.279895,0.342275,0.428966,0.450970,0.500037,0.002078,0.002142,0.002205,0.002186,0.002124,0.002160,0.002181,0.002186,0.003381,0.003998,0.004934,0.006083,0.007299
,131,223,,,1,,01,1,4,0.818414,0.843473,0.868204,0.861040,0.836513,0.850803,0.858800,0.861005,1.067176,1.260492,1.566872,1.913087,2.259938,4.580703,4.720961,4.859383,4.819283,4.682005,4.761986,4.806743,4.819085,5.973034,7.055037,8.769857,10.707640,12.648983,4.580965,4.625139,4.207371,5.145055,6.448205,6.778959,7.516538,0.410452,0.423020,0.435423,0.431830,0.419529,0.426696,0.430706,0.431812,0.535212,0.632164,0.785820,0.959454,1.133407
,131,223,,,5,,01,1,4,0.015490,0.015964,0.016432,0.016297,0.015833,0.016103,0.016254,0.016296,0.020198,0.023857,0.029656,0.036209,0.042774,0.355303,0.366182,0.376919,0.373809,0.363161,0.369364,0.372836,0.373793,0.463299,0.547225,0.680236,0.830540,0.981120,0.355323,0.358750,0.326345,0.399077,0.500156,0.525811,0.583022,0.008468,0.008728,0.008983,0.008910,0.008656,0.008804,0.008886,0.008909,0.011042,0.013043,0.016213,0.019796,0.023385
,131,229,,,1,,01,1,4,1.007879,1.038740,1.069196,1.060373,1.030168,1.047766,1.057614,1.060329,1.470707,1.795865,2.302786,2.885963,3.503297,3.989340,4.111491,4.232043,4.197120,4.077564,4.147220,4.186199,4.196947,5.821284,7.108310,9.114781,11.423086,13.866588,3.989568,4.028039,3.664205,4.480835,5.615750,5.903804,6.546162,0.573219,0.590771,0.608092,0.603074,0.585896,0.595904,0.601505,0.603049,0.836447,1.021376,1.309682,1.641357,1.992458
,131,241,,,1,,01,1,4,0.218707,0.225404,0.232013,0.230098,0.223544,0.227362,0.229499,0.230089,0.327201,0.347891,0.382533,0.429838,0.484863,3.722878,3.836870,3.949370,3.916780,3.805209,3.870212,3.906588,3.916618,5.569687,5.921883,6.511555,7.316801,8.253450,3.723091,3.758992,3.419460,4.181544,5.240655,5.509468,6.108921,0.150081,0.154676,0.159211,0.157897,0.153400,0.156020,0.157486,0.157891,0.224531,0.238729,0.262501,0.294962,0.332722
,131,251,,,1,,01,1,6,1.622834,1.672524,1.721564,1.707357,1.658723,1.687058,1.702915,1.707287,2.657514,2.973160,3.558534,4.147428,4.776551,1.295304,1.334965,1.374107,1.362768,1.323950,1.346566,1.359222,1.362712,2.121159,2.373099,2.840330,3.310370,3.812519,1.295378,1.307869,1.189735,1.454888,1.823385,1.916914,2.125482,1.863383,1.920438,1.976747,1.960434,1.904592,1.937127,1.955334,1.960354,3.051431,3.413864,4.086007,4.762191,5.484568
,131,251,,,4,,01,1,5,0.046377,0.047797,0.049198,0.048792,0.047403,0.048212,0.048666,0.048790,0.075946,0.084966,0.101695,0.118524,0.136503,1.604076,1.653192,1.701664,1.687622,1.639550,1.667558,1.683231,1.687553,2.626797,2.938794,3.517402,4.099489,4.721340,1.604168,1.619636,1.473342,1.801702,2.258040,2.373864,2.632150,0.042333,0.043629,0.044908,0.044537,0.043270,0.044008,0.044422,0.044536,0.069324,0.077557,0.092827,0.108189,0.124600
,131,269,,,5,,01,1,5,0.000498,0.000513,0.000528,0.000524,0.000509,0.000518,0.000523,0.000524,0.000718,0.000873,0.001062,0.001291,0.001570,0.000538,0.000554,0.000571,0.000566,0.000550,0.000559,0.000565,0.000566,0.000775,0.000943,0.001147,0.001395,0.001696,0.000538,0.000543,0.000494,0.000604,0.000757,0.000796,0.000883,0.000489,0.000504,0.000519,0.000515,0.000500,0.000509,0.000514,0.000515,0.000705,0.000858,0.001043,0.001268,0.001542
,131,279,,,1,,01,1,6,0.001658,0.001709,0.001759,0.001744,0.001695,0.001724,0.001740,0.001744,0.002307,0.002558,0.003038,0.003654,0.004279,0.097318,0.100298,0.103239,0.102387,0.099470,0.101169,0.102120,0.102382,0.135399,0.150133,0.178297,0.214470,0.251167,0.097324,0.098262,0.089386,0.109308,0.136993,0.144020,0.159690,0.001935,0.001994,0.002053,0.002035,0.001978,0.002012,0.002031,0.002035,0.002692,0.002985,0.003545,0.004264,0.004994
,131,280,,,1,,01,1,3,36.647354,37.769470,38.876898,38.556088,37.457808,38.097688,38.455762,38.554499,52.875145,64.299713,78.192757,95.087639,115.632980,88.064438,90.760908,93.422083,92.651170,90.011978,91.549624,92.410085,92.647352,127.060194,154.513695,187.898999,228.497791,277.868721,88.069480,88.918715,80.887099,98.914162,123.967346,130.326117,144.506135,13.610029,14.026759,14.438033,14.318892,13.911014,14.148652,14.281633,14.318302,19.636678,23.879513,29.039088,35.313479,42.943571
,131,299,,,4,,01,1,4,0.024741,0.025499,0.026246,0.026030,0.025288,0.025720,0.025962,0.026029,0.037194,0.045231,0.055004,0.066888,0.081341,0.944421,0.973338,1.001877,0.993610,0.965307,0.981797,0.991025,0.993569,1.419794,1.726564,2.099618,2.553276,3.104956,0.944475,0.953582,0.867450,1.060776,1.329451,1.397644,1.549713,0.014346,0.014786,0.015219,0.015094,0.014663,0.014914,0.015054,0.015093,0.021567,0.026228,0.031894,0.038785,0.047166
,131,361,,,4,,01,1,5,0.184155,0.189794,0.195359,0.193746,0.188228,0.191443,0.193242,0.193739,0.302973,0.346491,0.417875,0.513499,0.602023,0.256886,0.264752,0.272514,0.270266,0.262567,0.267052,0.269562,0.270254,0.422631,0.483335,0.582912,0.716303,0.839789,0.256901,0.259378,0.235950,0.288535,0.361616,0.380164,0.421528,0.152641,0.157315,0.161928,0.160591,0.156017,0.158682,0.160173,0.160585,0.251127,0.287198,0.346366,0.425626,0.499002
,131,364,,,4,,01,1,4,0.040705,0.041951,0.043181,0.042825,0.041605,0.042316,0.042714,0.042823,0.073026,0.082661,0.099365,0.119014,0.137883,2.523832,2.601110,2.677376,2.655283,2.579646,2.623714,2.648374,2.655173,4.527814,5.125239,6.160912,7.379201,8.549156,2.523976,2.548315,2.318137,2.834773,3.552771,3.735006,4.141390,0.029788,0.030700,0.031600,0.031340,0.030447,0.030967,0.031258,0.031338,0.053441,0.060492,0.072716,0.087095,0.100904
,131,373,,,1,,01,1,3,0.121258,0.124971,0.128635,0.127574,0.123940,0.126057,0.127242,0.127568,0.180210,0.232207,0.287517,0.345082,0.403144,1.606039,1.655215,1.703747,1.689688,1.641556,1.669599,1.685291,1.689618,2.386851,3.075536,3.808113,4.570548,5.339571,1.606131,1.621619,1.475145,1.803906,2.260804,2.376769,2.635371,0.046977,0.048416,0.049835,0.049424,0.048016,0.048837,0.049296,0.049422,0.069816,0.089961,0.111389,0.133691,0.156185
,131,379,,,1,,01,1,3,32.750713,33.753516,34.743194,34.456495,33.474993,34.046836,34.366837,34.455075,48.552319,62.413227,78.210968,95.676155,113.468680,52.910427,54.530507,56.129380,55.666204,54.080538,55.004379,55.521357,55.663910,78.438716,100.831712,126.353758,154.569648,183.314370,52.913456,53.423689,48.598175,59.429103,74.481429,78.301874,86.821440,8.663030,8.928286,9.190069,9.114233,8.854612,9.005873,9.090518,9.113858,12.842780,16.509187,20.687915,25.307705,30.014081
,131,379,,,4,,01,1,3,0.000090,0.000093,0.000095,0.000095,0.000092,0.000094,0.000094,0.000095,0.000133,0.000172,0.000215,0.000263,0.000312,0.001093,0.001126,0.001159,0.001150,0.001117,0.001136,0.001147,0.001150,0.001620,0.002083,0.002610,0.003193,0.003787,0.001093,0.001104,0.001004,0.001228,0.001539,0.001618,0.001794,0.000025,0.000026,0.000026,0.000026,0.000025,0.000026,0.000026,0.000026,0.000037,0.000048,0.000059,0.000073,0.000086
,131,399,,,4,,01,1,4,0.010638,0.010964,0.011285,0.011192,0.010873,0.011059,0.011163,0.011192,0.015618,0.018993,0.023097,0.028087,0.034156,0.107850,0.111152,0.114411,0.113467,0.110235,0.112118,0.113172,0.113463,0.158341,0.192553,0.234157,0.284751,0.346277,0.107856,0.108896,0.099060,0.121137,0.151819,0.159607,0.176973,0.005381,0.005546,0.005709,0.005662,0.005500,0.005594,0.005647,0.005662,0.007901,0.009608,0.011684,0.014208,0.017278
,131,409,,,1,,01,1,5,4.137725,4.264419,4.389455,4.353234,4.229231,4.301477,4.341906,4.353054,5.403859,6.082047,7.243774,8.777048,10.266452,11.040807,11.378869,11.712505,11.615854,11.284974,11.477751,11.585629,11.615376,14.419267,16.228896,19.328765,23.420042,27.394260,11.041439,11.147909,10.140970,12.401058,15.542023,16.339234,18.117011,3.534510,3.642734,3.749542,3.718601,3.612676,3.674390,3.708925,3.718447,4.616062,5.195381,6.187746,7.497493,8.769765
,131,409,,,4,,01,1,4,0.038335,0.039509,0.040667,0.040332,0.039183,0.039852,0.040227,0.040330,0.050065,0.056349,0.067112,0.081317,0.095116,0.011642,0.011998,0.012350,0.012248,0.011899,0.012103,0.012216,0.012248,0.015204,0.017113,0.020381,0.024695,0.028886,0.011643,0.011755,0.010693,0.013076,0.016388,0.017229,0.019104,0.026833,0.027655,0.028465,0.028231,0.027427,0.027895,0.028157,0.028229,0.035044,0.039442,0.046976,0.056919,0.066578
,131,421,,,4,,01,1,4,0.082412,0.084935,0.087426,0.086704,0.084235,0.085673,0.086479,0.086701,0.126775,0.154167,0.187478,0.227985,0.277246,2.497857,2.574340,2.649821,2.627955,2.553097,2.596711,2.621117,2.627847,3.842482,4.672715,5.682334,6.910100,8.403147,2.498000,2.522088,2.294279,2.805598,3.516206,3.696566,4.098768,0.052962,0.054583,0.056184,0.055720,0.054133,0.055057,0.055575,0.055718,0.081471,0.099075,0.120482,0.146514,0.178171
,131,429,,,1,,01,1,4,0.028223,0.029087,0.029940,0.029693,0.028847,0.029340,0.029616,0.029692,0.046009,0.053198,0.066183,0.081480,0.097361,0.467091,0.481393,0.495508,0.491419,0.477421,0.485576,0.490140,0.491399,0.761451,0.880427,1.095325,1.348492,1.611327,0.467118,0.471622,0.429023,0.524638,0.657519,0.691246,0.766456,0.021039,0.021683,0.022319,0.022135,0.021504,0.021872,0.022078,0.022134,0.034298,0.039657,0.049337,0.060740,0.072579
,131,451,,,1,,01,1,3,0.001521,0.001568,0.001614,0.001600,0.001555,0.001581,0.001596,0.001600,0.002076,0.002595,0.003260,0.004021,0.004809,0.096717,0.099678,0.102601,0.101754,0.098856,0.100545,0.101490,0.101750,0.132006,0.164999,0.207301,0.255674,0.305769,0.096723,0.097655,0.088834,0.108633,0.136147,0.143131,0.158704,0.000470,0.000485,0.000499,0.000495,0.000481,0.000489,0.000493,0.000495,0.000642,0.000802,0.001008,0.001243,0.001487
,131,459,,,1,,01,1,2,1.530889,1.577764,1.624025,1.610624,1.564745,1.591475,1.606433,1.610557,2.287235,3.045834,3.834208,4.651874,5.481266,7.637118,7.870961,8.101743,8.034888,7.806012,7.939360,8.013981,8.034557,11.410288,15.194696,19.127644,23.206718,27.344288,7.637555,7.711203,7.014685,8.578027,10.750687,11.302132,12.531851,0.374446,0.385911,0.397226,0.393948,0.382727,0.389265,0.392923,0.393932,0.559443,0.744992,0.937823,1.137819,1.340683
,131,460,,,4,,01,1,6,0.061041,0.062910,0.064755,0.064220,0.062391,0.063457,0.064053,0.064218,0.084389,0.094807,0.112474,0.130473,0.148216,0.121716,0.125443,0.129121,0.128055,0.124408,0.126533,0.127722,0.128050,0.168271,0.189045,0.224273,0.260163,0.295543,0.121723,0.122897,0.111796,0.136712,0.171338,0.180127,0.199725,0.064285,0.066253,0.068196,0.067632,0.065706,0.066829,0.067457,0.067630,0.088873,0.099845,0.118451,0.137406,0.156092
,131,460,,,5,,01,1,6,0.000139,0.000143,0.000147,0.000146,0.000142,0.000145,0.000146,0.000146,0.000192,0.000216,0.000256,0.000297,0.000338,0.000725,0.000747,0.000769,0.000763,0.000741,0.000754,0.000761,0.000763,0.001002,0.001126,0.001336,0.001550,0.001760,0.000725,0.000732,0.000666,0.000814,0.001021,0.001073,0.001190,0.000208,0.000214,0.000220,0.000218,0.000212,0.000217,0.000218,0.000218,0.000287,0.000323,0.000383,0.000444,0.000505
,131,471,,,1,,01,1,3,0.028974,0.029861,0.030737,0.030483,0.029615,0.030121,0.030404,0.030482,0.042951,0.052231,0.063516,0.077240,0.093929,1.258999,1.297549,1.335594,1.324572,1.286842,1.308824,1.321126,1.324518,1.866325,2.269576,2.759956,3.356292,4.081477,1.259071,1.271212,1.156389,1.414110,1.772279,1.863186,2.065909,0.011816,0.012178,0.012535,0.012431,0.012077,0.012284,0.012399,0.012431,0.017516,0.021300,0.025902,0.031499,0.038305
,131,472,,,1,,01,1,3,0.000329,0.000339,0.000349,0.000346,0.000336,0.000342,0.000345,0.000346,0.000496,0.000603,0.000733,0.000892,0.001085,0.000315,0.000325,0.000334,0.000331,0.000322,0.000327,0.000331,0.000331,0.000475,0.000577,0.000702,0.000854,0.001038,0.000315,0.000318,0.000289,0.000354,0.000443,0.000466,0.000517,0.000086,0.000089,0.000091,0.000091,0.000088,0.000089,0.000090,0.000091,0.000130,0.000158,0.000192,0.000233,0.000284
,131,473,,,1,,01,1,2,1.586918,1.635508,1.683463,1.669571,1.622013,1.649721,1.665226,1.669502,2.598481,3.175171,3.913733,4.797532,5.682058,2.474169,2.549926,2.624692,2.603033,2.528885,2.572085,2.596260,2.602926,4.051301,4.950420,6.101914,7.479847,8.858915,2.474311,2.498170,2.272522,2.778992,3.482861,3.661510,4.059898,0.331256,0.341399,0.351409,0.348509,0.338582,0.344366,0.347602,0.348495,0.542412,0.662791,0.816960,1.001446,1.186083
,131,479,,,1,,01,1,2,4.893315,5.043145,5.191013,5.148178,5.001530,5.086970,5.134782,5.147965,7.651916,9.653229,12.114290,14.906557,17.808233,7.142248,7.360939,7.576767,7.514244,7.300198,7.424905,7.494691,7.513934,11.168682,14.089785,17.681933,21.757507,25.992773,7.142657,7.211532,6.560148,8.022188,10.054064,10.569777,11.719812,1.157585,1.193029,1.228009,1.217876,1.183184,1.203396,1.214707,1.217826,1.810172,2.283611,2.865811,3.526362,4.212795
,131,481,,,1,,01,1,5,0.017900,0.018448,0.018989,0.018832,0.018296,0.018608,0.018783,0.018832,0.030795,0.036416,0.044162,0.053359,0.062493,0.980470,1.010491,1.040120,1.031537,1.002153,1.019272,1.028852,1.031494,1.686767,1.994694,2.418973,2.922708,3.423031,0.980526,0.989981,0.900561,1.101266,1.380197,1.450993,1.608867,0.017041,0.017563,0.018078,0.017929,0.017418,0.017715,0.017882,0.017929,0.029318,0.034669,0.042043,0.050799,0.059495
,131,484,,,1,,01,1,5,0.026892,0.027715,0.028528,0.028293,0.027487,0.027956,0.028219,0.028291,0.035609,0.040183,0.047983,0.057796,0.067506,0.473486,0.487984,0.502292,0.498147,0.483957,0.492224,0.496851,0.498126,0.626959,0.707492,0.844837,1.017607,1.188567,0.473513,0.478079,0.434896,0.531820,0.666521,0.700710,0.776950,0.022132,0.022810,0.023479,0.023285,0.022622,0.023008,0.023225,0.023284,0.029307,0.033071,0.039491,0.047567,0.055558
,131,486,,,1,,01,1,5,0.481763,0.496514,0.511072,0.506855,0.492417,0.500829,0.505536,0.506834,0.672940,0.784033,0.966907,1.181373,1.400871,11.621884,11.977738,12.328934,12.227196,11.878901,12.081825,12.195380,12.226692,16.233765,18.913751,23.325331,28.499026,33.794138,11.622549,11.734623,10.674689,13.053725,16.359999,17.199167,19.070508,0.402363,0.414683,0.426841,0.423319,0.411261,0.418286,0.422218,0.423302,0.562031,0.654815,0.807549,0.986669,1.169991
